score,content,date,app,platform,keyword1,keyword2,keyword3,privacy-related
1,"only in this app do you need to log in when every other app can keep you logged in. and if you say for privacy or security, i'm going to call you all a liar.

your other update took away the option of notifications that were set up to get alerts when my therapist is waiting or opened a call. 1 step forward and 14 steps backward. if i didn't like my therapist so much i'd have left this app 2.5 years ago.",10/26/2020 2:17,talkspace,apple,privacy,security,,1
2,do not get unless you are willing to give people your address name and last name.and think about it some random people can give other people your phone number just read the privacy settings.be safe when you get an app like this or instagram,11/5/2018 13:45,headspace,google,privacy,,,1
2,"iÃ£Â¢Ã¢ÂÃ¢Âve had this app for a few days and kept having to listen to day one of everything without being able to continue to day two. i didnÃ£Â¢Ã¢ÂÃ¢Ât realize i had to Ã£Â¢Ã¢ÂÃ¢Âunlock calmÃ£Â¢Ã¢ÂÃ¢Â to continue. and because of my forgetful mind and privacy settings, i canÃ£Â¢Ã¢ÂÃ¢Ât make in-app purchases and canÃ£Â¢Ã¢ÂÃ¢Ât deactivate that. i as well donÃ£Â¢Ã¢ÂÃ¢Ât have the money to continue the Ã£Â¢Ã¢ÂÃ¢ÂsubscriptionÃ£Â¢Ã¢ÂÃ¢Â or whatever from there on. itÃ£Â¢Ã¢ÂÃ¢Âs helped me fall asleep from the quiet relaxing voices, but i get pretty annoyed with having to listen to the same things over and over.",1/25/2018 2:30,calm,apple,privacy,,,1
2,"i find that the app has generally good content and the meditation timer is functional. however, as stated in the developers privacy statement they record tons of personal data about you. they donÃ£Â¢Ã¢ÂÃ¢Ât specifically state how they use the information. the developerÃ£Â¢Ã¢ÂÃ¢Âs creepy behavior precludes me ever using the app again.",5/13/2021 15:07,calm,apple,privacy,,,1
2,unistalling because of privacy policy.,9/28/2020 13:18,calm,google,privacy,,,1
2,was very dissapointed after installing this app to see the price to continue to use it. not sure it would be worth the money Ã£Â°Ã¢ÂÃ¢ÂÃ¢Â° deleted it after seeing its cost. also not happy with its privacy policy.,4/15/2019 11:09,calm,google,privacy,,,1
2,"i am constantly logged out of the app every time i close it now after the most recent update. not just logged out, but it doesnÃ£Â¢Ã¢ÂÃ¢Ât even remember or autofill my login info, and completely forgets i had a passcode setup prior. this is *extremely* frustrating. itÃ£Â¢Ã¢ÂÃ¢Âs not even worth setting a privacy passcode, because the app isnÃ£Â¢Ã¢ÂÃ¢Ât going to actually log it. 

note: this is still happening even after the 8/7 update.",8/8/2018 7:48,talkspace,apple,privacy,,,1
2,"downloaded it and got to talk to a consultant in minutes.  great idea and good value but i have not subscribed or started talking to a therapist because their privacy and data collection/protection practices are too vague.  the consultant that greets you upon first time login is a therapist who is supposed to explain how the process works and also to place you with a suitable therapist.  naturally this person has little to no knowledge of how apps work and how your information is used.
biggest issue right now is the policy disclosure says users can delete ""data"" but the button/feature is nowhere to be found.  it also doesn't state what happens to your account if you deactivate.
the consultant said to contact customer service for this type of info but in my opinion if you expect users (actual patients) to disclose such sensitive information this stuff needs to be wide open, within fingers reach, and documented in painstaking details.  
another big red flag is that they mentioned users can ""opt out"" of ads and services but there is no opt out checkbox anywhere.
additional questions :  will my conversations be analyzed for research, statistics, and advertising purposes?  if so how, how much, and with whom? how is data collected, stored, analyses, disseminated, utilized?
who is behind this app?  where can we check the credentials of therapists we get placed with? is there a rating system for therapists? 
too many questions too little transparency.  
i would recommend users not disclose their information until developers do a major overhaul.
you probably don't want your life story and secrets floating around on some random server.",1/13/2015 19:41,talkspace,apple,privacy,,,1
2,this app requests constant location updates from the phone + ties it with your serial number and other identifiable information.  the website privacy policy says this information will be sold to third parties.... most users may be completely obvious to this and it's poor practice for dev to resort to tracking and selling location info about the user when it has nothing to do with service provided.,2/15/2015 8:34,calm,google,privacy,,,1
2,have to pay for anything half interesting and potential privacy risk as wants the user to write in it like in a personal diary.,2/2/2016 20:08,happify,google,privacy,,,1
2,do not get unless you are willing to give people your address name and last name.and think about it some random people can give other people your phone number just read the privacy settings.be safe when you get an app like this or instagram,11/5/2018 13:45,headspace,google,privacy,,,1
2,you need to login. which is an invasion of privacy. what is done with the information they get from it ?,6/3/2014 16:15,headspace,google,privacy,,,1
2,"update: no notifications for new assessments. unacceptable. app review: first time user for almost a month. simple, effective app so far. however, does not include all features. meant to be used for convient communication on the go. website seems the best option for setting up the account, selecting your goals/preferences, and selecting a therapist for your needs. side note: tech support was very thorough via website in answering my initial privacy questions (to my full satisfaction).",2/26/2019 13:23,talkspace,google,privacy,,,1
2,"talkspace is an it company who has no interest in making good code, or in protection of privacy. this is very poor when you rely on these basics for your therapy. this company is not supportive of its it. either that or they need a better team. the pin has been broken before and after the feb. 25th updateÃ£Â¢Ã¢ÂÃ¢Â¦ see the software version? 1.2.0 ?! that is ""constantly improving"" ? who knows how they store their dbs but it is poor to be sure. crap code! bad ssl, outdated.",3/6/2016 3:03,talkspace,google,privacy,,,1
1,after reading so many reviews outside of apple which probably many of them are fake...go read their privacy details. not very smart at all,10/19/2015 12:23,talkspace,apple,privacy,,,1
1,"i dont invite *terror invasion of privacy to me,or this *emergency place and safehouse,and our world should do whats important and nessesary *with emergency services ,or assistance to services,*somehow,and someway",10/5/2021 2:29,calm,google,privacy,,,1
1,you are interfering my privacy.,5/12/2021 1:52,calm,google,privacy,,,1
1,i don't feel this app is safe as they have stated in their privacy policy along with many clauses that sometimes they record calls and video calls too.,2/6/2021 13:25,calm,google,privacy,,,1
1,had to immediately uninstall when i read the privacy policy. you want to record my calls and video and gather details of my contacts just so i can listen relaxing sounds while i try to get some sleep. nice try. deleted.,1/31/2021 16:39,calm,google,privacy,,,1
1,"it was a recommended app by one of my friend, she was really impressed. but when i installed it, it asked me to agree with its privacy policy. so i went through it and u all will b surprised it is accessing almost every data of ur phone. many of us don't read them and this app is taking advantage of it. beware evry1.",1/24/2021 4:07,calm,google,privacy,,,1
1,"after reading its privacy policy, i don't want to give it even half a star.",1/21/2021 13:43,calm,google,privacy,,,1
1,pretty sure there are very good options for anxiety and things like that that are either cheaper or more professional while respecting your privacy (which calm won't do). the moment it asked for an account i knew i had to uninstall.,12/28/2020 3:31,calm,google,privacy,,,1
1,"because of these misleading policies i will never install and use an app like this. you are colecting tons of information which has nothing to do with the purpose of this app. ""we may change this privacy policy from time to time. if we make changes, we will notify you by revising the date at the top of the policy and, in some cases, we may provide you with additional notice"" - hahaha!!!",12/15/2020 16:32,calm,google,privacy,,,1
1,attempt to breach users privacy...no way!,11/30/2020 10:13,calm,google,privacy,,,1
1,too much data collection in privacy policy.,11/6/2020 16:10,calm,google,privacy,,,1
1,"disgusting. many prompts for personal data, many popups and straight away asking for money. to trash. don't even waste your time on this nonsense. you can buy music, meditations etc without privacy leak and this nonsense app.",10/6/2020 21:11,calm,google,privacy,,,1
1,you have no privacy when using this app,8/27/2020 23:15,calm,google,privacy,,,1
1,"how can i feel calm if your app is following me around online like a stalker, i couldn't agree with your ambiguous privacy policy so i unistalled this intrusive application.",7/26/2020 5:41,calm,google,privacy,,,1
1,this app has one of the worst privacy policies you can find. everything is collected. beware,4/1/2019 1:06,calm,apple,privacy,,,1
1,omg the privacy settings.... i took the time to read them before starting the app... omg.... didn't agreed... it takes everything from videos and pictures u watch to back accounts... and changing privacy policy without informing u directly at any time they choose..... absolutely nothing is off their list.. from your street address to your contacts numbers and mails....,7/10/2020 6:58,calm,google,privacy,,,1
1,1* privacy policy is bullox.,6/25/2020 20:00,calm,google,privacy,,,1
1,i dont like the privacy policy i know that the privacy policy can be changed but i dont like it so i am deleting this app,5/28/2020 17:11,calm,google,privacy,,,1
1,bekar app.. privacy details,5/4/2020 2:06,calm,google,privacy,,,1
1,"had hoped this app would help, but it only made me more stressed and upset. keeping score and subtracting when you miss something? scrambling to keep up and not miss things? turning happiness into a competition? not a positive thing! now i feel like i have to measure up and do better and succeed more when that kind of stress is part of the problem to begin with. it was also really distracting with pop-ups about winning certain perks, not to mention confusing as to what they are and do. honestly, not here to try and earn points. i found the overall layout pretty confusing as well. the emails that are meant to encourage you to do more activities in the app are incredibly annoying. also didnÃ£Â¢Ã¢ÂÃ¢Ât like what i read in the legal and privacy policies, and feeling forced to share my real data. iÃ£Â¢Ã¢ÂÃ¢Âd have paid money for an app that was actually relaxing and uplifting while maintaining a feeling of anonymity and privacy. this is not that.",9/29/2019 3:33,happify,apple,privacy,,,1
1,scam and wants your privacy,4/16/2020 17:06,calm,google,privacy,,,1
1,app is not functioning without sign.in. data privacy is questionable,4/15/2020 1:36,calm,google,privacy,,,1
1,"i strongly advise users that value their privacy to read the type of data collected and how it is used. this all looks very non gdpr compliant to me, with way too much unnecessary information that allow them to identify you but also reconstruct a complete profile of who you are. i wouldn't trust this app or company.",2/13/2020 18:36,calm,google,privacy,,,1
1,didn't like the privacy intrusion.,2/8/2020 0:17,calm,google,privacy,,,1
1,"headspace collects too much information about me that is not necessary for me to use their app. look at their new privacy info in the app store. i value my privacy and wish they didnÃ£Â¢Ã¢ÂÃ¢Ât collect so much info and use it. also, headspace doesnÃ£Â¢Ã¢ÂÃ¢Ât hve the killer feature that calm does - sleep stories. calmÃ£Â¢Ã¢ÂÃ¢Âs selection of sleep stories alone makes it a superior app, privacy issues aside. give calm a try instead!",12/18/2020 18:38,headspace,apple,privacy,,,1
1,"leggere bene dettagli della privacy, would not recommend",12/22/2019 12:50,calm,google,privacy,,,1
1,"great app, great content. thatÃ£Â¢Ã¢ÂÃ¢Âs not the issue. 

harvests all your personal data to sell to strangers and doesnÃ£Â¢Ã¢ÂÃ¢Ât anonymize it. check the app store privacy breakdown. 

if iÃ£Â¢Ã¢ÂÃ¢Âm paying a fee for a service, there should be no selling my personal data for profit, period.",7/20/2021 19:13,headspace,apple,privacy,,,1
1,"almost nothing is free, keeps trying to upsell you, no privacy opt-out.",11/12/2019 1:38,calm,google,privacy,,,1
1,read the privacy policy about automatic data collection and think twice before using this app..,10/15/2019 15:32,calm,google,privacy,,,1
1,these apps need to stop lying all they are doing is installing spyware monitoring everything we do on our phones its getting ridiculous you now cant install a crappy free gane to kill time as it wants you to accept their cryptic privacy policy that no one reads or understands,9/5/2019 19:01,calm,google,privacy,,,1
1,privacy problems - wants your fb or email,6/26/2019 18:14,calm,google,privacy,,,1
1,"for me privacy is important. the app collects data about websites you visit ""before or after the use of our services"", which is a big no for me.",6/26/2019 2:46,calm,google,privacy,,,1
1,"total con cash cow... ...because the idea is ""ok"", but hardly unique! the main problem is the unbelieveably outrageous subscription they ask you to pay, and a free version is so limited as to be useless. the fact you have to enter your cc details beforehand is a big no-no. i will never purchase an app, because all too often, when they get ""updated"", they're frequently terrible afterwards, but the dev. doesn't care, 'cos they've already got your money! and your ""privacy"" doesn't exist!",4/26/2019 11:49,calm,google,privacy,,,1
1,"needed to register an account before being able to try things out. uninstalled in a flash. got reply from developer. tried again. i had forgot to mention that you can not even get into the program unless you fully agree to their privacy policy. sorry, too intrusive for the few freebie bits of sound you get. again, uninstalled.",4/24/2019 17:52,calm,google,privacy,,,1
1,"why this one like millions of other app to run you need to sign in, to create account? privacy, data protection, what was that? why are all of them interested who i am and all about me? aah...yes...to sell my details for money...right?",4/20/2019 12:22,calm,google,privacy,,,1
1,"installed but when i read the incredibly invasive privacy disclaimer deleted immediately! you give them consent to track you on the internet, your email, phone number, job history cv ! no way !!",4/18/2019 4:31,calm,google,privacy,,,1
1,"privacy policy is way too invasive, could not possibly relax knowing how much i would be spied upon. edit in response to feedback - seriously? your advice to someone who likes privacy is to discuss it? how about not tracking ip addresses, sites visited before and after etc. you dont need any of this you just want it so you can monetize us further",4/15/2019 22:27,calm,google,privacy,,,1
1,been really stressed with covid-19 and so they were offering premium accounts for free. unfortunately i was unable to take advantage without compromising my privacy.,3/20/2020 2:03,sanvello,apple,privacy,,,1
1,i suggest you read the privacy policies before you use this at all. iÃ£Â¢Ã¢ÂÃ¢Âm deleting this immediately.,9/21/2021 23:03,sanvello,apple,privacy,,,1
1,"sends unwanted emails checking up on your usage of the application. considering this app advertises itself as a sort of 'health' app, this is a ridiculous violation of privacy.",1/16/2017 1:40,sanvello,apple,privacy,,,1
1,"mood patterns are recorded by this app

it doesn't get any more personal and sensitive. yet this app's privacy policy is lacking any special protection. 

they are treating user ""moods"" just like shopping preference. 

btw, icloud allows for local recording of all app data. but this app requires an ""account"" to creat & analyze a profile. 

creepy",2/16/2017 20:34,sanvello,apple,privacy,,,1
1,app demanded accepting a privacy policy on first opening without options - uninstalled. i would need to be using the app to see why i would relinquish my privacy to it.,2/22/2019 18:19,calm,google,privacy,,,1
1,"it is literally impossible to choose a therapist that fits your schedule as you donÃ£Â¢Ã¢ÂÃ¢Ât know theirs until you pick them. then you are locked into choice hoping person reaches out to you via text daily and video call weekly according to your insurance plan. if your therapist tells you to book next day, you canÃ£Â¢Ã¢ÂÃ¢Ât cancel less than 48 hrs without being charged for a no session (even if therapist cancels on you). if therapist chooses not to do video (so they can do other things while you are in a session like care for a baby) or decides to put you in speakerphone (a hippa violation of privacy), youÃ£Â¢Ã¢ÂÃ¢Âre out of luck (and sessions). emailed Ã£Â¢Ã¢ÂÃ¢ÂticketÃ£Â¢Ã¢ÂÃ¢Â notes to ts is never answered until weeks later and they threaten to close the ticket if they donÃ£Â¢Ã¢ÂÃ¢Ât hear from you (no advance warning and no person our department to call). a waste of money and time as they use covid as an excuse to delay responding to your glitches joining a scheduled session due to technical difficulties. after over 1 month of trying to actually schedule a meet with someone, i gave up and ts charged my insurance for 1 session therapist canceled last minute and stated they couldnÃ£Â¢Ã¢ÂÃ¢Ât do on their end nor could they give me a session back. another one had a speaker phone convo while tending to their baby and refused to go on video. of course, month long billing already expired and. o sessions were achieved. now they want to do an assessment on me- with what sessions to measure?",7/31/2020 18:28,talkspace,apple,privacy,,,1
1,as of now i cannot read the privacy policy when i click 'read more'. update: can read privacy policy now. bzt the cintebts are disturbing. no thanks.,1/6/2019 3:25,calm,google,privacy,,,1
1,really upsetting that you are forced to talk to someone before you find a therapist. everything online said i would be able to find a therapist and choose on my own. it almost feels like an invasion of privacy to have someone else filter on your behalf.,1/16/2021 1:10,talkspace,apple,privacy,,,1
1,they leak patient information and do data mining. no privacy controls at all. tons of news coverage on them - stay away!! they will likely be sued and go under soon.,8/10/2020 22:14,talkspace,apple,privacy,,,1
1,this app has no hippa guidelines (privacy guidelines). the therapist could send out your information to anyone. there is no protection against your healthcare.,4/9/2015 18:39,talkspace,apple,privacy,,,1
1,"edited to add: 
naturally, i contacted talkspace customer support about this matter immediately after my privacy was breeched, and left messages and reviews via my account & the chat board. i did not get a response other than the male therapist telling me Ã£Â¢Ã¢ÂÃ¢ÂiÃ£Â¢Ã¢ÂÃ¢Âm sorry youÃ£Â¢Ã¢ÂÃ¢Âre upset.Ã£Â¢Ã¢ÂÃ¢Â i wish i were kidding. thatÃ£Â¢Ã¢ÂÃ¢Âs the full apology that i received for something that embarrassed me, made me anxious, and shook my trust in therapy.
the response here asking for me to email them seems just for show, so they will appear as though they care about patients. iÃ£Â¢Ã¢ÂÃ¢Âm strongly recommending other avenues for therapy. 

i had a meh therapist for three weeks. on the fourth week i asked to quit. the app suggested i try a free week with a new therapist. despite my clear unwillingness to discuss my situation with a male therapist, they shared my entire 3 weeks of therapy with a male therapist. and they charged me for another month during the final week.

i got a refund but no apology for the breech of privacy. it made me less trusting of therapy esp online therapy.",3/27/2018 14:25,talkspace,apple,privacy,,,1
1,can't opt out of invasive privacy policy. also sly methods to get you to sign up for $59 per year subscription. not impressed,10/15/2018 8:07,calm,google,privacy,,,1
1,"eu data privacy regulation? non compliant! your terms of use are huge with 
no opt in options!",7/10/2018 16:32,calm,google,privacy,,,1
1,"installed app, greeted with an introduction screen that shows a privacy 
consent form but provides no way to opt out or decline. the dialog is 
presented as optional but isn't. not impressed to say the least.",7/7/2018 0:32,calm,google,privacy,,,1
1,"awful ui, trial and data privacy",6/29/2021 17:28,headspace,google,privacy,,,1
1,i recommend you read the privacy terms before signing up in this app. looks like a licence to collect data for advertising.,3/6/2021 23:33,headspace,google,privacy,,,1
1,let's put it this way; i have serious sleeping problems and i thought this was going to help but can you please make it more simple? i uninstalled it because you wanted me to set up a whole account and the privacy policy wanted my phone number.,6/8/2020 11:19,headspace,google,privacy,,,1
1,terrible. sign up for an account and keeps saying there's an error. unistalled. couldn't begin anything. using oppo reno z with color os 6 (android 9) stuck at sign in. not using other apps to sign in to aid privacy.,4/14/2020 4:17,headspace,google,privacy,,,1
1,privacy issues with this app. i don't want my email being sent to third parties. ridiculous.,2/12/2020 8:47,headspace,google,privacy,,,1
1,"i can't say i honestly used this product. trial and all, i quit almost instantly due to the nature of their business model. 70$ a [redacted] year?! for essentially hq noise and actors that gotta get paid? that's [redacted] [redacted]. you can easily find simple white/brown/pink noise websites, use privacy badger and u-block and not risk them selling/leaking your data. scum.",1/24/2020 3:34,headspace,google,privacy,,,1
1,"59 usd per month ?;))) did you fall on your head or are you in cosmic space, headspace ?;) but i am sure you are great, do this for greater good and value my privacy. just like the rest of silicon valley... good luck. this is major tom to ground control.i'm stepping through the door...",12/6/2019 2:16,headspace,google,privacy,,,1
1,"horrible at privacy (and that's for a paying cusomer). edit: i did contact them, which made me more concerned. asked about privacy: didn't get an answer, but they gave me a refund i didn't ask for. what does that tell you about privacy there? if you are that happy with your data being abused by a company you pay and who knows what's done with it, enjoy!",11/11/2019 19:29,headspace,google,privacy,,,1
1,"i don't want to have a login to learn to meditate. maybe if i like your appi and want access to more advanced features, i might be willing to sign up, but you lost me at the welcome screen. it's a privacy thing.",10/25/2019 19:31,headspace,google,privacy,,,1
1,i can not agree to privacy and policy then i can't sign up.,8/31/2019 17:49,headspace,google,privacy,,,1
1,"forces registration to review app and no built-in unregister function. emailed for delete of account but received no response. breaches privacy, account not deleted.",3/19/2019 17:44,headspace,google,privacy,,,1
1,"offs, it's not enough you ""accept"" all the privacy violation here, when you go to try it, you can't get started until you give email etc. so invasive & aggressive! creepy. uninstalling it. all i wanted was to see what it is cause ad barely tells you a thing. i have aphantasia- can't picture anything, zero imagination, just wired wrong... so i need guided meditations that avoid standard schtick like ""you're floating in a sunny lagoon..."" a 10s sample would be the civilised way to offer it.",2/14/2019 15:37,headspace,google,privacy,,,1
1,very little inner peace with this apps privacy policy. immediate uninstall for me. thank you and goodbye.,12/30/2018 17:22,headspace,google,privacy,,,1
1,"looks like you need to make an account before the app will let you do anything. meditation should be a personal experience and i feel uneasy with the implied level of analytics (and, likely, an ongoing subscription) that goes along with a login. is there a way to use the app without a login? i have no trouble paying for what i use via in app purchases and would prefer the relative privacy of that approach.",12/24/2018 8:10,headspace,google,privacy,,,1
1,"most annoying ads of your app always show up in all youtube videos i watch. listen developers: if we are interested in your concept only one or two ad would be enough. you don't need to show us your stupid ads 100 times and more!. annoying app, annoying advertisement, even i suspect they don't respect our privacy. stop advertising when we don't want your app. just stop",9/21/2018 18:14,headspace,google,privacy,,,1
1,even to open the app i need to link my account. nothing but a form of invasion of privacy,9/10/2018 23:43,headspace,google,privacy,,,1
1,privacy?!? are you kidding us? this is a completely intrusive program. just read the conditions...,11/14/2017 2:46,headspace,google,privacy,,,1
1,"privacy! this app wants to read contacts and calendars. add cal events maybe ok, access all of them and contacts is a big no!",8/8/2017 8:50,headspace,google,privacy,,,1
1,"worse than useless for me. getting past the bare beginning requires watching/listening to videos and music, no captions available. if you're hearing impaired, lack privacy, have limited cell data, or (like me) just can't stand extra sound when you're running low on spoons, then this is very much not accessible to you. greeting me with, ""yo!"" didn't really suit me, either. and not one single thing of the limited bit i *could* access was helpful. uninstalling.",9/18/2020 20:26,sanvello,google,privacy,,,1
1,"read the privacy policy data. what they do (or ""may do"") with my data is simply scaring. this is just a way to put people into categories, track their life and allow third parties (health insurances, apple health and god knows who others) to make business with their health. not for me. a living coach costs some money but at least i know that my personal business is only mine. uninstalled right away.",2/18/2020 8:01,sanvello,google,privacy,,,1
1,"if i weren't so desperate, i would have abandoned this app weeks ago. replete with issues, & in the end it's clear to me talkspace doesn't care about hippa or patient privacy. i guess this is what happens when big tech gets involved in medicine.",6/29/2021 12:50,talkspace,google,privacy,,,1
1,"this app is advertised every where in the world but when you make an account and sign in and then have to speak to ""matching agent"" where you have to explain all of your illnesses to, just for them to say ""we don't offer psychiatry in ontario"". this was a waste of my time, invasion of my privacy and sooo much more. would highly not recommend!!",4/7/2021 16:37,talkspace,google,privacy,,,1
1,"concerned about privacy, that is really all.",8/18/2020 17:49,talkspace,google,privacy,,,1
1,"looking at all the reviews of people like me just reminds me i should've read the reviews before giving my credit card info. once you pay for the first four weeks, your money is gone even if you don't get any service. just beware you can only cancel the renewal, not the initial payment, even if you get no service. this cost me $160.00. i still am not sure the renewal of an increased amount won't be processed in four weeks. they're too busy due to covid to respond. beware. also privacy issues.",8/15/2020 1:17,talkspace,google,privacy,,,1
1,"unprofessional and privacy concerns. reports that the company ""encouraged"" employees to submit fake reviews to bolster app ratings.",8/7/2020 15:31,talkspace,google,privacy,,,1
1,not a fan of privacy policy,6/30/2020 19:24,talkspace,google,privacy,,,1
1,the app was fine except that the privacy code would not work therefore if anyone had my phone unlocked they would have access to my counseling sessions. i contacted support but they did not fix the issue. my counselor was not good. i have many years of positive experience with counseling and i have to say the support i received on this app was similar to what a high school child could provide.,5/10/2016 17:35,talkspace,google,privacy,,,1
1,"i have to create an account with an email or log in with facebook. what the 
heck for?? so you can track my private info and spam my email address? 
there's no legit reason why i should have to create an account. 
uninstalled!!",6/19/2018 17:14,calm,google,private,facebook,,1
1,"registration required, collects lot of personal information and shares this with 3rd parties. there are enough sources to get same kind of content without presenting so much private data",9/10/2020 14:21,calm,google,private,personal info,,1
1,"im not going to go into specifics but my talkspace counselor said something to her clients that the company deemed Ã£Â¢Ã¢ÂÃ¢ÂunprofessionalÃ£Â¢Ã¢ÂÃ¢Â but as someone who has had a lot of counseling and worked as a hipaa officer in the medical field, it wasnt at unprofessional at all. so how did they know what she said to me and her other clients? i asked and they said they monitor all Ã£Â¢Ã¢ÂÃ¢ÂprivateÃ£Â¢Ã¢ÂÃ¢Â chat rooms. i was like are you serious?! when i signed up they specifically kept saying that all communication with your counselor is private and that Ã£Â¢Ã¢ÂÃ¢Âonly you and the therapist can view your private chat room.Ã£Â¢Ã¢ÂÃ¢Â so when i asked about this they said that they have the right to check in on the chat rooms whenever they want. wth?! also they didnt handle it well at allÃ£Â¢Ã¢ÂÃ¢Âthe way i found out my counselor had been Ã£Â¢Ã¢ÂÃ¢Âlet goÃ£Â¢Ã¢ÂÃ¢Â was that some rando lady who was not even a counselor came into my Ã£Â¢Ã¢ÂÃ¢ÂprivateÃ£Â¢Ã¢ÂÃ¢Â room and replied to a specifically vulnerable message i had just sent that was intended for my counselor not some rando talkspace employee who had seen everything me and my counselor had talked about over the 3 or 4 months that we had been building a relationship. it was wrong and they never apologized after i made repeated calls that they violated he law. no one ever replied. i should have reported them to the office for civil rights. so unless you want someone secretly monitoring your so called private room and knowing some of your deepest feelings and personal information, then i would stay far far away from this!",8/24/2018 9:43,talkspace,apple,private,personal info,,1
2,why they need to gather private info about me about anything is strange. no thanks. i want to meditate and hear nice stories. why do you need to know my personal business. insight timer didn't.,9/12/2020 10:58,calm,google,private,,,1
2,iÃ£Â¢Ã¢ÂÃ¢Âm not interested in providing private info for customization,8/10/2020 2:37,headspace,apple,private,,,1
2,"they just want your money.my therapist kept reminding me of the cost, drawing out questions instead of offering any tangible advice,  it was very annoying, felt like a scam, stressful to get messages throughout the day and it's not as private as they claim+ canceling a subscription once yr onto their scam is a nightmare. don't do it. you get what you pay for. my saving grace is the credit card i used is a pay as you go+ after dealing w/ their shifty cancelation policy, i'm glad bc in canceling the card since there's no more money on it.",3/16/2015 1:45,talkspace,apple,private,,,1
2,"my disappointment in this app is partially my own fault, for not paying attention to the details within the app, for example, the export to excel/csv, i've been out of the secretarial assistant arena for sometime but i know what excel is but i do not know what csv is... i don't understand how the developer expects me to export private medical data to excel csv & i don't even know what it is or where it's going... why can't i email to my doctor?  please update for more stars!!!!",9/5/2013 3:08,emoods,google,private,,,1
1,i used to like this app but now they require you login.  why? i am not looking to have you save any of my information or how often iÃ£Â¢Ã¢ÂÃ¢Âm stressed out and use the app. i thought this would be a private way to just improve my mood on those days when iÃ£Â¢Ã¢ÂÃ¢Âm feeling down but apparently you want to collect some information. kind of kills the joy of the whole thingÃ£Â¢Ã¢ÂÃ¢Â¦ no i am not happy with happify.  we should not be required to login in order to use the app.  you have made me unhappy.,12/22/2018 16:21,happify,apple,private,,,1
1,"this is not a free app whatsoever. they require you to provide personally identifying and highly private psychological data along with you email address in order to sell that data to third parties. once youÃ£Â¢Ã¢ÂÃ¢Âve provided the data, they tell you that you have to pay to use the app whatsoever. this app is not remotely gdpr compliant.",12/26/2018 8:18,calm,apple,private,,,1
1,not free! steals private info before asking for cash.,7/16/2020 22:40,calm,google,private,,,1
1,they collect too much private information to have a price tag. it's like paying to work for someone. it's ridiculous.,5/1/2020 6:59,calm,google,private,,,1
1,"why would an app to help meditators need to collect some much private data and have an arbitration clause?

i can't accept that this level of intrusion for any app is ok, but for meditation, it seems really egregious.",5/3/2021 21:41,headspace,apple,private,,,1
1,"something that's supposed to help you relax should not have more than one step. should not stress you by adding a monthly charge on your card bill, or by sending you notifications either push or via email. this is yet another attempt on the goring trend of companies trying to get your money for stuff that's always been free. what's next, charge you for teaching you how to breathe? oh wait, they do. just play one of the soma fm stations on tunein, if you don't know how ask siri, alexa or ok-google it to do it for you. that doesn't need you to log in anywhere and won't have access to your device's sensors and private data. bottom line is: if you're interacting with the screen, you're not relaxing.",9/12/2019 20:44,calm,google,private,,,1
1,"why ruin an app by making a person's private information more vulnerable to the public? 
whomever pitched that idea clearly didn't use it.",6/5/2015 12:12,sanvello,apple,private,,,1
1,"this app is really scaring me. i have had a lot of therapy and i thought this would be great to support me with consistency during a move.  i signed up and was matched with a therapist who after a couple weeks turned out to be nice but not very helpful. (daily, how are you messages with little response to my in depth questions or concerns).  i requested a switch and didn't get to speak to anyone about who id like to switch to. about a week later in matched to a therapist who introduced herself and went on about how she worked and how id been using talk space until then- she read all the notes from my previous therapy!!  this is unethical, i did not say any talk space therapist could have access to my therapy but it seems they do. this is not private, safe or ethical for anything other than mundane issues. i say if you don't want it on the internet, you can't talk about it here.",6/6/2016 21:54,talkspace,apple,private,,,1
1,"short of finding a local therapist, this was my last hope at finding a therapist. i was not in a good way. the therapist i selected seemed nice but for 1 month trying this, twice we were not alone. she had someone walking in and out of our sessions. that is completely unacceptable. mid speaking you shouldnÃ£Â¢Ã¢ÂÃ¢Ât have to worry that your private medical discussions are exactly what they should legally beÃ£Â¢Ã¢ÂÃ¢Â¦ private! 

could i have switched to another provider? sure! but iÃ£Â¢Ã¢ÂÃ¢Âm there in part because of trauma and trust issuesÃ£Â¢Ã¢ÂÃ¢Â¦. 

itÃ£Â¢Ã¢ÂÃ¢Âs a lack of judgment on their part and a gross violation of hipa.",7/23/2021 15:24,talkspace,apple,private,,,1
